억제,26
3년,26
판단,26
일반분양가,26
4500만,26
평당,26
지하_3층,26
6개,26
에이치,26
국토,26
총선,26
투자_수요,25
전세시장,25
본격적,25
지역별,25
선호,25
흥행,25
분양_물량,25
분양권_전매제한,25
급감,25
중구,25
역삼동,25
신고,25
증여세,25
강서구,25
세종,25
도로,25
0.0014,25
급증,25
자체,25
6일,25
남양주,25
분양가_상승,25
교통부,25
강남_재건축_시장,24
담보,24
역대_최고,24
2006년,24
한도,24
보유,24
한양,24
권일_부동산인포,24
완판,24
조건,24
상위,24
광진구,24
강남_4구,24
기업,24
고양,24
SK,24
고민,24
여력,24
고속,24
중동,24
모델,24
박합수_KB국민은행,24
heraldcorp.com,24
18.1평,24
개포동_일대,23
유입,23
관망,23
둔촌동,23
중순,23
뭉칫돈,23
순위,23
분양권_웃돈,23
연장,23
역세,23
장기,23
고양시,23
특별,23
성적,23
폐지,23
은마,23
방배동,23
0.0032,23
리서치센터장,23
노원구,23
단기간,23
문화,23
주민들,23
SRT,23
0.5,23
전국적,23
성수기,23
hankyung.com,23
공공,23
여부,23
2018년,23
안전,23
원짜리,23
초미니,23
구마을,23
포스코건설,23
직격탄,22
광역시,22
분양_시장,22
리얼투데이,22
사상,22
진입,22
현대아파트,22
소득,22
푸르지오,22
디에이치아너힐즈,22
최저,22
재당첨,22
3_대책,22
3_부동산_대책,22
주공1단지,22
4천만,22
걱정,22
주간,22
분양권_시장,22
불확실성,22
양재천,22
조망,22
조절,22
0.002,22
청약_경쟁률,22
반영,22
재건축_단지들,22
과천시,22
가을,22
권역,22
경신,22
목동신시가지,22
중대형,22
아파트들,22
개포주공_3단지,22
전세난,22
금리_인하,22
금리_인상,21
11.3,21
실종,21
신규_아파트,21
입주_물량,21
국지,21
계약금,21
활용,21
현대산업개발,21
예비,21
3곳,21
일주일,21
비용,21
신중,21
겨냥,21
1차,21
7단지,21
평촌,21
종합,21
풀이,21
명일동,21
고층,21
연결,21
전반적,21
0,21
개포주공_1단지,21
대우건설,21
닥터아파트,21
사업시행,21
3블록,21
선택,21
관리처분,21
0.2,21
사이트,21
동시,20
전달,20
지연,20
5개,20
의미,20
대기,20
심의,20
열풍,20
전국_아파트,20
여신,20
건물,20
곳들,20
권일_부동산인포_리서치팀장,20
확대,20
당첨자,20
양극화,20
변화,20
매수자들,20
2일,20
신천동,20
부동산시장,20
회복,20
구룡마을,20
중요,20
2017년,20
1주일,20
강남권_재건축_단지,20
강조,20
아파트_단지,20
자산가,20
전략,20
연휴,20
이사철,20
함영진_부동산114,20
조합장,20
공약,20
고공,20
3호선/NN,20
테라스,20
주거환경,20
9개,20
수성구,20
아파트_실거래_현황,20
아파트_실거래,20
실시간_실거래,20
거래계약서,20
부동산정보사이트,20
실제거래_가격,20
실제거래,20
거래_정보제공_문의,20
거래_정보제공,20
1천,20
냉각,19
동향,19
지수,19
재건축_추진,19
각종,19
전매제한_기간,19
제기,19
16억,19
명의,19
신규_분양,19
개월,19
개관,19
신정동,19
미만,19
6곳,19
경북,19
3차,19
광명,19
전세가율,19
전후,19
글로벌,19
마이너스,19
중소형_아파트,19
달여,19
강북권,19
출시,19
강동구_명일동,19
철도,19
제동,19
사업성,19
성남,19
조짐,19
2천만,19
부동산수석전문위원,19
대표적,19
활성,19
신반포5차,19
KTX,19
0,19
3천만,19
장위,19
이야기,19
함영진_부동산114_리서치센터장,19
역대_최고가,19
내부,19
특화,19
지하_2층,19
41가구,19
여건,19
측면,19
연한,19
1320가구,19
테라스하우스,19
주공3단지,19
주공아파트,18
보합,18
A공인,18
몸값,18
잔금,18
0.6,18
DTI,18
학교,18
전월세,18
전월,18
의정부,18
광주,18
구별,18
공개,18
후보,18
목소리,18
실수요자들,18
조금,18
솔베뉴,18
명일역,18
해제,18
랜드마크,18
용적,18
개포동_개포주공1단지,18
3월_분양,18
0.002,18
0.0016,18
시공,18
세력,18
0.001,18
다운,18
위험,18
경남,18
점검,18
주상,18
김규정,18
NH투자증권,18
통합,18
도곡스타PB센터_수석부동산전문위원,18
69가구,18
2014년,18
타워팰리스,18
브렉시트,18
수서,18
마케팅,18
전년,18
49~103,18
1957가구,18
가격_하락,17
가격_조정,17
개포동_래미안,17
가수요,17
움직임,17
청담동,17
지분,17
롯데건설,17
4곳,17
집값_상승,17
강남구_대치동,17
일시,17
전세_비중,17
최소,17
과열_양상,17
부활,17
상계동,17
17억,17
월별,17
기본,17
파주,17
GS,17
아파트_시장,17
학원가,17
양도,17
7만,17
결국,17
앵커,17
녹번,17
분양_예정,17
0.0023,17
전세매물,17
맞춤,17
연내,17
여유,17
아파트_분양,17
거리,17
방침,17
상한제,17
아파트_분양가,17
인가,17
주식,17
연립,17
개포지구_재건축,17
9호,17
펀드,17
세계,17
인프라,17
제곱미터,17
1건,17
강남_재건축_단지,16
층수,16
전세수요,16
저금리_기조,16
금융결제원,16
방식,16
실장,16
원인,16
헤럴드경제,16
제주,16
해운대,16
부동산_업계,16
리스크,16
자치구,16
구로,16
0.0027,16
0.3,16
개포_주공,16
매도_호가,16
8000만,16
손님,16
투자처,16
선별,16
소유,16
더샵,16
진주,16
절차,16
5차,16
개입,16
양도세,16
호황,16
풍선효과,16
1천만,16
부동산업,16
24차,16
전통,16
1호,16
강남_지역,16
0.0028,16
판교,16
서울_양천구,16
정부_대책,16
외곽,16
모양새,16
0.0031,16
재건축단지,16
최종,16
박합수_KB국민은행_도곡스타PB센터_수석부동산전문위원,16
진단,16
개포_재건축,16
분기,16
지도,16
가칭,16
8만,16
4호,16
반포한양,16
반대,16
개포주공_2단지,16
계절,15
잠실주공5단지,15
매도자들,15
둔촌,15
자문,15
수익형_부동산,15
100만,15
0.4,15
단독주택,15
시세차익,15
방법,15
미래,15
철거,15
한강변,15
7개,15
고객,15
서울_지역,15
공고,15
전남,15
입주물량,15
강북구,15
서울_아파트값,15
우리은행,15
소비자,15
250만,15
6천만,15
300만,15
눈치,15
래미안_명일역,15
하향,15
평면,15
이동,15
구조,15
요소,15
제도,15
가격_상승세,15
노원,15
지표,15
주공5단지,15
서울_개포동,15
모델하우스,15
래미안신반포리오센트,15
마무리,15
투기과열지구_지정,15
카드,15
재건축_투자,15
이상섭,15
버블,15
분양가_상한제,15
인근_지역,15
동네,15
재건축_일반분양,15
훈풍,15
구룡산,15
보상,15
DMC,15
타격,14
부동산_경기,14
최고점,14
B공인,14
시장_상황,14
규제책,14
시장_분위기,14
빌라,14
이자,14
막바지,14
흑석동,14
0.25,14
부동산_수석전문위원,14
아파트_매매,14
종전,14
청약률,14
예전,14
후속,14
고덕_그라시움,14
그라시움,14
인근_중개업소,14
정부_규제,14
대내외,14
대형_건설사,14
조합설립,14
2500만,14
수혜,14
중개업자,14
열흘,14
8천만,14
주시,14
방문객,14
일시적,14
장세,14
LH,14
눈길,14
고덕동,14
조망권,14
32주,14
0.0054,14
아파트_공급,14
기사,14
저평가,14
김규정_NH투자증권,14
전고점,14
주공2단지,14
35층,14
당국,14
상담,14
고공행진,14
분양보증_심사,14
거주자,14
가계부채_대책,14
3위,14
일반_분양가,14
강남구청,14
GTX,14
부모,14
실내,14
설치,14
개포공원,14
최고급,14
명문,14
SH공사,14
안정적,13
바닥,13
관리방안,13
초기,13
강변도시,13
소형_아파트,13
부작용,13
알짜,13
빌딩,13
변경,13
5호,13
분석업체_부동산인포,13
용지,13
SK건설,13
조기,13
신촌그랑자이,13
집마련,13
11ㆍ3_대책,13
가입,13
강원,13
미달,13
행복,13
충북,13
탄력,13
0.04,13
중개업소_대표,13
통과,13
통장,13
모니터링,13
7,13
능력,13
입주권,13
치열,13
보류,13
마음,13
강남_주택시장,13
진정,13
우성,13
개인,13
사정,13
예의,13
시영,13
박원갑_KB국민은행_부동산수석전문위원,13
0.8,13
은평뉴타운,13
매매전환_수요,13
주장,13
타운,13
아크로,13
공동,13
분양단지,13
방향,13
부동산_가격,13
가량_상승,13
이번주,13
보통,13
방배에코자이,13
강남권_재건축_아파트,13
babtong,13
아파트_거래량,13
4분기,13
주인,13
인식,13
삼성,13
쏠림,13
직장,13
강남_재건축_아파트,13
2011년,13
분양보증,13
물가,13
전경,13
개포동_재건축,13
고소득,13
수서동,13
수익률,13
조감,13
한국은행,13
상반기_서울,13
공급과잉,13
조합원들,13
총회,13
분양가상한제,13
조합원_물건,13
센트럴,13
교통망,13
입주민,13
7년,13
대구_수성구,13
기관,13
23개,13
인근_재건축,13
아나운서,13
49~126,13
원리금,12
최순실,12
0.045,12
KB,12
금리인상,12
국지적,12
6000만,12
중개업소,12
C공인,12
고준석,12
상징,12
개포동_래미안_블레스티지,12
3760만,12
1월_분양,12
2주택,12
8개,12
상일동,12
파악,12
상속,12
시기,12
사전,12
뉴스테이,12
확보,12
파크,12
LTV,12
편의,12
인구,12
아크로리버하임,12
가계부채,12
청약_1순위,12
박원갑_KB국민은행_부동산_수석전문위원,12
신현대,12
은평,12
수원,12
찬바람,12
매맷,12
재건축_가격,12
혼란,12
계획안,12
서울_서대문구,12
주택형,12
수석부동산전문위원,12
공급량,12
체결_건수,12
현금,12
용인시,12
특징,12
재건축_초과이익환수제,12
관악,12
산본,12
용산,12
불안감,12
0.05,12
중단,12
김씨,12
중개업,12
전세금,12
연기,12
방배,12
7000만,12
회의,12
저가,12
중층,12
제시,12
오름폭,12
출퇴근,12
강호인,12
문혜정,12
설지연,12
이달_분양,12
최장,12
우위,12
거론,12
얼마,12
본인,12
내달,12
사장,12
컨소시엄,12
서민,12
이상인,12
버블세븐,12
아파트_평균,12
강남재,12
9만,12
11개,12
최고_경쟁률,12
주변_시세,12
4베이,12
6년,12
595가구,12
400만,12
3건,12
기준금리_인하,12
노선,12
이견,12
268가구,12
3분기,12
양재,12
0.277,12
추산,12
분당선,12
2구역,12
73가구,12
서울_강남구_개포동_개포주공1단지,12
4천,12
2종,12
원룸,12
경기여고,12
보상금,12
남가좌동,12
만료,12
신축,11
미국_금리,11
새해,11
4건,11
박사,11
8.25,11
공공택지,11
고덕주공3단지,11
임씨,11
부정,11
대통령,11
결혼,11
정비사업,11
호조,11
신청자,11
관악구,11
올림픽,11
종로구,11
속출,11
충남,11
국면,11
불패,11
신화,11
조달,11
동작,11
전세가,11
비강남권,11
구입,11
대기자,11
서울_강남구_개포동,11
5대,11
역전세난,11
밀집,11
매매거래,11
서대문,11
사태,11
반포주공,11
반사,11
투자심리,11
래미안_명일역_솔베뉴,11
한경주거,11
대지,11
초과이익환수제,11
재건축아파트,11
영등포구,11
학과,11
지목,11
의지,11
0.06%_상승,11
악영향,11
34주,11
고덕주공2단지,11
특별공급,11
계약자,11
중도금_대출_규제,11
자연,11
입주자,11
도봉,11
업무,11
전셋집,11
서초동,11
경기_과천시,11
수단,11
불가,11
해소,11
존재,11
mk.co.kr,11
논의,11
희소성,11
바람,11
개포동_개포주공4단지,11
투기지역,11
국민,11
리버뷰,11
1가구,11
금융위기,11
개포주공3,11
편리,11
아크로리버파크,11
유리,11
유동자금,11
잠원동_신반포자이,11
0.004,11
격차,11
추가분담금,11
보도,11
서울경제,11
떴다방,11
요구,11
5구역,11
59~116,11
전용면적_59~84,11
한경닷컴,11
하나은행,11
초반,11
시행사,11
녹지축,11
영상,11
실태,11
상업,11
25.6평,11
42.55,11
편의시설,11
역할,11
1~2,11
0.001,11
전문직,11
절세,11
확충,11
M1,11
명문학군,11
11.3_부동산_대책,10
11.3_부동산,10
안정세,10
추정,10
급락,10
재건축_기대감,10
재건축_아파트_가격,10
역대_최고치,10
제한_기간,10
신반포한신,10
번째,10
부과,10
부자,10
판매,10
7호,10
정당,10
0.9,10
사흘간,10
18일,10
행위,10
동래구,10
하남시,10
울산,10
동작구_흑석동,10
후반,10
대출규제_강화,10
현실,10
선반영,10
기준금리,10
0.042,10
매맷값,10
지난주_서울,10
타깃,10
0.0048,10
강도,10
추이,10
1순위_마감,10
직접적,10
0건,10
도심권,10
부동,10
안양시,10
335가구,10
수서발,10
1000가구,10
계산,10
문정동,10
용적률,10
부동산_전문가들,10
지속적,10
0.0019,10
근접,10
한편,10
부천,10
200만,10
강남_아파트,10
아파트_거래,10
풍선,10
해운대구,10
주의,10
집들,10
매도호가,10
후폭풍,10
청약_열기,10
전통적,10
송파구_잠실동_주공5단지,10
로열,10
146가구,10
핵심,10
활성화,10
반포주공1단지,10
선호도,10
최고_분양가,10
고준석_신한은행,10
아파트_분양권,10
언급,10
강남구_아파트,10
다산,10
활기,10
공급면적,10
6단지,10
평균_경쟁률,10
강남구_개포동_래미안_블레스티지,10
여유자금,10
해결,10
0.015,10
동반,10
주택_시장,10
자랑,10
정다운,10
직장인,10
여의도,10
리포트,10
분들,10
재건축_조합,10
무주택자,10
희망,10
차ㆍ,10
대박,10
서초구_반포,10
이남,10
아이,10
일원현대,10
고가,10
서울_성북구,10
개포동_주공,10
대출_보증,10
4300만,10
뉴타운,10
크기,10
설명회,10
59~101,10
확장,10
녹번동,10
힐스테이트_녹번,10
4290만,10
무작정,10
4위,10
포털,10
59~127,10
서울_평균,10
삼익그린맨션1차,10
삼익그린맨션,10
과세,10
2008년,10
2250만,10
2블록,10
0.003,10
마곡,10
다가구,10
리얼타임_부동산,10
최장_2주_이내,10
최장_2주,10
거래_정보,10
나열,10
주변_생활기반시설,10
실시간_업데이트_기능,10
실시간_업데이트,10
업데이트,10
지도검색,10
검색,10
현장감,10
서울_성동구,10
보금자리,10
마을,10
이주_수요,10
일평균,10
구의동,10
그린벨트,10
세곡,10
연산,10
지_2주_이내,10
매경부동산,10
4층,10
세곡동,10
2채,10
최대_2억,9
미국_금리_인상,9
정국,9
구매,9
예년,9
성사,9
중개업소들,9
내년_상반기,9
신당동,9
거여동,9
거여,9
플레이스,9
작성,9
운영,9
필지,9
부정적,9
멸실,9
다수,9
지하철_5호,9
이외,9
대흥동,9
추첨,9
첫날,9
화성_동탄2,9
기타,9
남구,9
연제구,9
5위,9
전북,9
집단대출_규제,9
재편,9
이남수,9
금융권,9
하루_평균,9
은행권,9
0.0026,9
KEB,9
신용,9
연간,9
유일,9
안양,9
붕괴,9
0.63,9
달간,9
관측,9
당선,9
D공인,9
2천,9
시장_과열,9
자취,9
서울경제신문,9
공덕동,9
강서,9
애초,9
반사이익,9
경기_화성,9
강남구_개포동_디에이치_아너힐즈,9
등기,9
한경,9
성공적,9
커뮤니티시설,9
위원회,9
재건축시장,9
의왕,9
대원,9
즉시,9
성남시,9
책임,9
매매시장,9
시흥,9
부동산학과_교수,9
정상,9
7천만,9
피로감,9
예의주시,9
수도권_아파트,9
국내_부동산_시장,9
악화,9
계절적_비수기,9
서울_아파트_전셋값,9
이름,9
개포주공1,9
낙관,9
가세,9
수영장,9
특정,9
차례,9
지하철역,9
25일,9
희비,9
재고,9
25_가계부채,9
관계자들,9
집단,9
투자_목적,9
추가_규제,9
인터뷰,9
논현동,9
견인,9
주공4단지,9
중도금_대출_보증,9
청주,9
감소세,9
대응,9
집값_상승률,9
신촌숲,9
개포1단지,9
부동산연구위원,9
강남권_아파트,9
서울_강남구_개포동_개포주공4단지,9
취재,9
조합_관계자,9
관심사,9
반포센트럴푸르지오써밋,9
자극,9
덕분,9
장위뉴타운,9
투시도,9
분양_보증,9
산정,9
2분기,9
증가세,9
인근_아파트,9
1.1,9
주거지역,9
중도금_대출규제,9
가늠,9
조합원_매물,9
재건축_분양,9
안산시,9
지하철_4호,9
3배,9
용역,9
취득세,9
지방_투자자들,9
호반,9
높이,9
주변_지역,9
강동구_명일동_삼익그린맨션1차,9
13개,9
도래,9
장영수,9
8차선,9
3909만,9
임대주택,9
권역별,9
주택담보대출_규제,9
삼성역,9
3천,9
84.96,9
재건축_연한,9
꼬마,9
대형_아파트,9
대청역,9
59.99,9
사진제공,9
1층,9
49~182,9
개포중,9
개포고,9
0.367,9
거래_위축,8
겨울,8
반등,8
소화,8
송파구_잠실주공5단지,8
전매차익,8
시도,8
유도,8
SK뷰,8
부동산_거래,8
원래,8
100m,8
임대수익,8
근린공원,8
서울_마포구,8
실수요층,8
포기,8
8위,8
저조,8
0.35,8
서울_주택시장,8
3_부동산대책,8
그간,8
대치동_은마아파트,8
소비자들,8
3대책,8
개포동_주공1단지,8
파주운정,8
구리,8
아파트_입주,8
한풀,8
가정,8
잠실_주공5단지,8
중흥,8
문의_전화,8
트럼프,8
약보합세,8
약보합,8
매수_심리,8
일반아파트,8
전매_제한,8
올스톱,8
한파,8
국토교통부_실거래,8
자유,8
포레스트,8
위원장,8
택지지구,8
기부채납,8
기부,8
채납,8
충족,8
일각,8
종료,8
양천,8
두산위브,8
이천,8
대치동_학원가,8
송파구_잠실,8
가락시영,8
감지,8
전체적,8
0.0022,8
41.98,8
DB,8
촉각,8
염두,8
신규_분양시장,8
시각,8
래미안_신반포,8
리오센트,8
서울_재건축_아파트값,8
유사,8
로열층,8
수위,8
저가_전세매물,8
변신,8
한국토지주택공사,8
건축물,8
커뮤니티_시설,8
하임,8
프리미엄_브랜드,8
투기세력,8
과도,8
8월_분양,8
접근성,8
고심,8
대상_지역,8
조처,8
민간택지,8
억제책,8
풍납동,8
정부_정책,8
다운계약,8
분양_단지,8
소리,8
2곳,8
서초구_방배동,8
부총리,8
강남권_4구,8
최대치,8
0.183,8
강남구_개포동_주공4단지,8
수도권_최고,8
도보,8
며칠,8
김은진,8
0.0042,8
시민,8
세븐,8
PWM,8
개포_주공1단지,8
2개월,8
직전월,8
착수,8
강남_재건축시장,8
2015년,8
760만,8
실제_거래,8
부동산전문위원,8
여름,8
차원,8
국회,8
광명시,8
0.01,8
지구단위계획,8
30억,8
20억,8
시영아파트,8
타입,8
2013년,8
한강_조망,8
잠원역,8
5분,8
4년,8
디_에이치_아너힐즈,8
4932가구,8
부유,8
광장,8
임대료,8
압박,8
강남권_재건축_시장,8
추격,8
연대,8
증시,8
0.031,8
강남구_재건축,8
7건,8
매일경제,8
분양_아파트,8
반려,8
서초구_잠원동_신반포자이,8
상한,8
국제,8
전문위원,8
TV,8
흑석,8
경고,8
화성시,8
단원구,8
0.15,8
배우자,8
4베,8
단일,8
대형_건설사들,8
저층_아파트,8
분양가_책정,8
0.14,8
특성,8
재건축_초과이익환수_유예,8
재건축_초과이익환수,8
정찬수,8
공인_관계자,8
0.053,8
8년,8
초고,8
운동,8
0.164,8
직전_3개월,8
평균_분양가격,8
송도,8
경기_고양시,8
3700만,8
4배,8
A-,8
협의,8
0.062,8
6.6,8
서울_강남_3구,8
개포지구_재건축_아파트,8
59~128,8
단타족,8
대기업,8
전세_거래,8
하왕십리동,8
서울공인중개사,8
착공,8
공제,8
별양동,8
1종,8
원쯤,8
0.058,8
행복주택,8
15평,8
0.148,8
무상,8
전용면적_59.99,8
경전철,8
개포_주공2단지,8
구룡역,8
신설,8
3800만,8
본인_명의,8
강북_재개발,8
D하우스,8
2~3월_전국,8
0.85,8
A8블록,8
최고_35층,7
완공,7
추가적,7
예외,7
고점,7
추진위원회,7
안정화,7
다산신도시,7
미사강변도시,7
수도권_신도시,7
소유자,7
분할,7
보증한도,7
0.864,7
송파구_거여동,7
주거지,7
신사동,7
국가,7
8개월,7
요지,7
남쪽,7
지지부진,7
취소,7
계약률,7
지난달_25일,7
서울대입구,7
봉천동,7
이미지,7
분양가상한제_폐지,7
1곳,7
대연자이,7
1순위_평균,7
청약열기,7
8ㆍ25_가계부채,7
부동산팀장,7
대출금,7
0.01%_하락,7
